56.41
61.38
60.91
43.64
73.58
61.74
56.65
64.63
70.62
57.26
55.83
70.45
47.83
73.08
69.21
57.33
65.83
62.54
74.19
49.21
64.47
66.03
46.56
65.66
65.5
58.01
58.75
48.48
68.18
56.99
