5
7
6
8
7
6
8
6.5
8
8
8
3.2
7.3
8
7
8
7
4
7
7.4
8
6
7
6
9
7.5
7.5
8
4
7.5
9
9
6
4
6
8
8.5
7
8
7
5.8
7
6
7.5
6.5
6
4.5
4
6.754628493
5.5
7.5
6
8
7
7
6
5.5
6.5
5
7
7
7
7
7
6.5
6
7
7
7.5
5.5
6
7.5
6.5
6.9
7
6
4
5
7.5
5
7.5
5.5
7.5
7.5
6
6
6.5
7
7
7.5
6
6
6
7
8
9
5.5
5
5
5.5
